"HISEI","HOMEPOS","IMMIG","GRADE","GENDER","MATH","W"
62.45,-0.9888,1,0,1,370.0339,830.3831
86.72,0.794,2,0,0,519.1463,568.636
17,-0.5836,1,-1,0,342.9952,449.6594
57.38,0.0685,1,1,0,516.941,401.847
78.69,0.3013,1,1,0,554.7339,739.987
81.4,0.3506,1,0,1,477.0786,718.4232
62.45,0.5974,1,0,1,501.9528,776.2908
17.69,-0.2258,1,-1,0,335.3549,1315.706
21.64,-1.014,1,0,0,482.6462,1644.964
65.12,0.4672,1,0,0,469.8083,611.724
39.02,-0.2706,1,1,1,514.4346,901.4194
78.86,1.0302,1,0,1,559.3593,882.8742
71.39,0.5239,1,1,1,588.6503,815.8547
70.89,0.6006,1,0,1,498.4089,857.0239
65.01,1.4299,1,0,1,459.4174,936.4965
